_author_name,Author,DBLP URL,MTMT id,MTA ATT id,MTMT name,Category,MTMT Status,Works,Affiliations,Core A*,Core A,Core A* Papers,Core A Papers,Core B,Core C,No Core,Hungarian Core A* equivalent,Core A* equivalent,First Author Core A* equivalent,MTMT Journal Publications,MTMT Conference Publications,MTMT Total Citations,MTMT Journal D1 Equivalents,MTMT Journal D1,MTMT Journal Q1,MTMT Journal Q2,MTMT Affiliations,Aktuális fokozat szakterülete,Kutatási téma,MTA Bizottság,Elérhetőségek,Aktuális fokozat,Szervezeti tagságok,PhD éve,Foglalkozás,Core A* equivalent Author Order,Hungarian Core A* equivalent Author Order,First Author Core A* equivalent Author Order,Years Since PhD,Age Group,Category Core A* Rank,Category Hungarian Core A* Rank,Category First Author Core A* Rank,Age Group Core A* Rank,Age Group Hungarian Core A* Rank,Age Group First Author Core A* Rank,MTMT Journal Q3,MTMT Journal Q4,Született,MTA tagság,MTA kép,Díjak,DBLP alias
Tamás Király,Tamás Király,https://dblp.org/pid/26/1533,https://m2.mtmt.hu/api/author/10012149,https://mta.hu/koztestuleti_tagok?PersonId=17871,Király Tamás (Kombinatorikus optimalizálás),theory,,hungary,ELTE,4,10,4,10,0,1,3,7.416666666666667,7.416666666666667,2.0,52,3,698,19.916666666666668,12,18,9,MTA-ELTE Lendület Matroidelméleti Kutatócsoport ELTE / TTK / Mat_I [2021-]; HUN-REN-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2023-]; ELKH-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2022-2023]; Operációkutatási Tanszék ELTE / TTK / Mat_I Opkut_Tsz [2006-]; MTA-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2007-2022],Matematikai tudomány,Hipergráfok összefüggősége Poliéderes kombinatorika Szubmoduláris függvények,Matematikai Tudományos Bizottság,"Eötvös Loránd Tudományegyetem Természettudományi Kar Matematikai Intézet Operációkutatási Tanszék 1117 Budapest, Pázmány Péter sétány 1/C Magyarország Tel.: +36 1 2812153 Fax: +36 1 2812156",PhD (2004),Matematikai Tudományos Bizottság,2004,egyetemi adjunktus,75,33,62,21,20+ év,37,20,40,11,9,6,5,,,,,,
Gergely Ács,Gergely Ács,https://dblp.org/pid/86/405,https://m2.mtmt.hu/api/author/10041132,-,Ács Gergely (Távközlés),applied,,hungary,INRIA; BME-HIT,6,2,6,2,0,5,12,7.083333333333334,7.083333333333334,3.75,16,0,892,4.583333333333333,4,1,1,Híradástechnikai Tanszék BME / VIK HIT [2000-2012]; Hálózati Rendszerek és Szolgáltatások Tanszék BME / VIK HRSZT [2013-],,,,,,,,,75,33,38,0,0-5 év,29,14,8,58,21,31,1,,,,,,
Ágnes Szántó,Ágnes Szántó,https://dblp.org/pid/02/2376,,,,theory,,abroad,North Carolina State University,6,0,2,0,2,2,1,2.0,6.5,0.25,,,,,,,,,,,,,,,,,89,116,201,0,0-5 év,44,53,73,69,64,145,,,,,,,
László Böszörményi,László Böszörményi,https://dblp.org/pid/49/1138,,,,,,hungary,"Klagenfurt University, Distributed Multimedia Systems (DMS); University of Klagenfurt, Austria",1,2,0,0,6,28,56,0.0,5.0,0.3333333333333333,,,,,,,,,,,,,,,,,105,334,201,0,0-5 év,16,23,41,79,236,145,,,,,,,
Ferenc Huszar,Ferenc Huszar,https://dblp.org/pid/78/10549,,,,,,hungary,University of Cambridge,6,3,0,0,1,1,11,0.0,7.25,1.0,,,,,,,,,,,,,,,,,75,334,107,0,0-5 év,11,23,19,58,236,75,,,,,,,
Balázs Németh 0001,Balázs Németh 0001,https://dblp.org/pid/76/8519-1,https://m2.mtmt.hu/api/author/10019826,https://mta.hu/koztestuleti_tagok?PersonId=10052445,Németh Balázs (Irányításelmélet),applied,,hungary,SZTAKI,1,8,1,8,1,40,39,7.166666666666666,7.166666666666666,2.583333333333333,133,68,1096,22.354166666666668,9,16,23,Közlekedésautomatikai Tanszék BME / KSK KAT [2000-2012]; Közlekedés- és Járműirányítási Tanszék BME / KJK KJT [2013-]; Rendszer és Irányításelméleti Kutatólaboratórium HRN SZTAKI RIEK [1973-],Közlekedéstudomány,járműirányítás közlekedésirányítás,Közlekedés- és Járműtudományi Bizottság,"Számítástechnikai és Automatizálási Kutatóintézet Rendszer és Irányításelméleti Kutatólaboratórium 1111 Budapest, Kende utca 13-17. Magyarország Tel.: +36 1 2796278 Email: balazs.nemeth@sztaki.hu",MTA doktora (2024),Közlekedés- és Járműtudományi Bizottság,2013,tudományos főmunkatárs,75,33,62,12,10-20 év,29,14,15,7,5,5,42,11,"Veszprém, 1986.05.05.",,,Bolyai-plakett (MTA Bolyai János Kutatási Ösztöndíj Kuratóriuma): 2022; Akadémia Ifjúsági Díj: 2020; Intézeti díj (MTA SZTAKI): 2017,
Katalin Friedl,Katalin Friedl,https://dblp.org/pid/69/6926,https://m2.mtmt.hu/api/author/10010334,https://mta.hu/koztestuleti_tagok?PersonId=15472,Friedl Katalin (Számítástudomány),theory,,hungary,BME-SZIT; SZTAKI; The University of Chicago -1994,6,1,6,1,3,1,3,6.916666666666666,6.916666666666666,4.916666666666666,20,0,427,3.8125000000000004,2,1,7,Számítástudományi és Információelméleti Tanszék BME / VIK SZIT [2000-]; MTA Számítástechnikai és Automatizálási Kutatóintézet MTA SZTAKI [1973-2019]; Budapesti Műszaki Egyetem BME [1949-2000],Matematikai tudomány,,Informatika- és Számítástudományi Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Számítástudományi és Információelméleti Tanszék 1117 Budapest, Magyar Tudósok Körútja 2. Magyarország",PhD (1999),Informatika- és Számítástudományi Bizottság (szavazati jogú tag),1999,Egyetemi docens,89,39,26,26,20+ év,44,23,18,13,11,2,3,1,,,https://aat.mta.hu/aat/FileData/Get/24008,,
Tibor Szabó,Tibor Szabó,https://dblp.org/pid/58/3041,,,,theory,inactive,abroad,Freie Universität Berlin,6,3,1,0,0,0,3,1.0,7.0,1.0,,,,,,,,,,,,,,,,,75,179,107,0,0-5 év,37,71,55,58,110,75,,,,,,,
Bence Cserna,Bence Cserna,https://dblp.org/pid/184/2369,,,,,,hungary,University of New Hampshire,6,0,0,0,1,0,4,0.0,6.166666666666667,2.1666666666666665,,,,,,,,,,,,,,,,,89,334,62,0,0-5 év,14,23,9,69,236,52,,,,,,,
Tibor Jordán,Tibor Jordán,https://dblp.org/pid/69/1128,https://m2.mtmt.hu/api/author/10012592,https://mta.hu/koztestuleti_tagok?PersonId=18572,"Jordán Tibor (Kombinatorikus optimalizálás, gráfelmélet)",theory,,hungary,ELTE,3,11,3,11,1,1,3,6.916666666666666,6.916666666666666,1.1666666666666667,100,6,2332,33.770833333333336,19,30,26,HUN-REN-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2023-]; ELKH-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2022-2023]; Operációkutatási Tanszék ELTE / TTK / Mat_I Opkut_Tsz [2006-]; MTA-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2007-2022]; MTA-ELTE Lendület Matroidelméleti Kutatócsoport ELTE / TTK / Mat_I [2021-],Matematikai tudomány,Gráf algoritmusok Gráfelmélet Kombinatorikus optimalizálás Merev gráfok és szerkezetek,Matematikai Tudományos Bizottság,"Eötvös Loránd Tudományegyetem Természettudományi Kar Matematikai Intézet Operációkutatási Tanszék 1117 Budapest, Pázmány Péter sétány 1/C Magyarország Tel.: +36 1 3722500 / 8579 Fax: +36 1 3812199 Email: jordan@cs.elte.hu E-mail: tibor.jordan@ttk.elte.hu",MTA doktora (2007),Matematikai Tudományos Bizottság,,"Tanszékvezető, egyetemi tanár",89,39,107,0,0-5 év,44,23,55,69,24,75,3,3,,,,,
Gábor Bartók,Gábor Bartók,https://dblp.org/pid/89/2642,,,,applied,,abroad,ETH Zurich,5,5,0,1,0,1,2,0.3333333333333333,6.75,4.0,,,,,,,,,,,,,,,,,89,334,26,0,0-5 év,33,200,7,69,236,21,,,,,,,Laszlo Boeszoermenyi
Csaba Domokos,Csaba Domokos,https://dblp.org/pid/08/1147,,,,applied,inactive,abroad,SZTE -2010; National University of Singapore 2011-2014; IST Austria 2014-2015; Technical University of Munich 2015-2018; Bosch Center for Artificial intelligence 2019-,4,4,1,1,1,5,1,1.75,5.916666666666667,1.0,,,,,,,,,,,,,,,,,105,179,107,0,0-5 év,40,105,35,79,110,75,,,,,,,
János Sallai,János Sallai,https://dblp.org/pid/71/6158,,,,applied,,abroad,Vanderbilt University,4,4,0,1,2,6,19,0.5,6.166666666666666,3.6666666666666665,,,,,,,,,,,,,,,,,89,334,38,0,0-5 év,33,200,8,69,236,31,,,,,,,
Zoltán Szabó 0002,Zoltán Szabó 0002,https://dblp.org/pid/73/2909-2,https://m2.mtmt.hu/api/author/10001550,,Szabó Zoltán Béla (Rendszer és irányításelmélet),applied,inactive,inactive,SZTAKI,0,12,0,12,0,26,8,6.166666666666666,6.166666666666666,2.1666666666666665,91,53,1584,19.145833333333332,12,6,6,Infrastrukturális Rendszerek Modellezése és Fejlesztése Multidiszciplináris Műszaki Tudományi Doktori Iskola SZE / MTK IRDI [2005-2015]; Rendszer és Irányításelméleti Kutatólaboratórium HRN SZTAKI RIEK [1973-]; Multidiszciplináris Műszaki Tudományi Doktori Iskola SZE MMTDI [2015-]; Széchenyi István Egyetem SZE [2002-]; Járműipari Kutatóközpont SZE JKK [2011-],,,,,,,,,89,39,62,0,0-5 év,33,17,15,69,24,52,49,1,,,,,
Kristóf Bérczi,Kristóf Bérczi,https://dblp.org/pid/82/7567,https://m2.mtmt.hu/api/author/10018334,https://mta.hu/koztestuleti_tagok?PersonId=32754,Bérczi Kristóf (Matematika),theory,inactive,hungary,ELTE; Rényi,3,9,3,9,2,1,3,6.416666666666666,6.416666666666666,6.083333333333332,56,2,437,23.395833333333332,15,16,17,MTA-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2007-2022]; Operációkutatási Tanszék ELTE / TTK / Mat_I Opkut_Tsz [2006-]; MTA-ELTE Lendület Matroidelméleti Kutatócsoport ELTE / TTK / Mat_I [2021-]; Kombinatorika és Alkalmazásai Osztály HRN RAMKI KAO [2022-]; ELKH-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2022-2023]; HUN-REN-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2023-]; Diszkrét Matematika RAMKI DM [1955-2021],Matematikai és számítástudomány,,Matematikai Tudományos Bizottság,"Eötvös Loránd Tudományegyetem Természettudományi Kar Matematikai Intézet Operációkutatási Tanszék 1117 Budapest, Pázmány Péter sétány 1/C Magyarország",PhD (2014),Informatika- és Számítástudományi Bizottság (szavazati jogú tag); Matematikai Tudományos Bizottság (szavazati jogú tag),2014,Tudományos munkatárs,89,39,18,11,10-20 év,44,23,13,8,6,4,2,1,"Békéscsaba, 1984.12.19.",,,Bolyai János Kutatási Ösztöndíj (MTA Bolyai János Kutatási Ösztöndíj Kuratóriuma): 2018 - 2021; Új Nemzeti Kiválóság Posztdoktori Ösztöndíj: 2017 - 2018; MTA Posztdoktori Ösztöndíj: 2014 - 2016; MTA Ifjúsági Díj: 2013 - 2013,
Péter Balázs,Péter Balázs,https://dblp.org/pid/69/5612,https://m2.mtmt.hu/api/author/10013619,,Balázs Péter Attila (Számítógépes képfeldolgozás),applied,,hungary,"Acoustics Research Institute, Austrian Academy of Sciences",1,0,0,0,6,39,15,0.5833333333333333,5.25,1.0833333333333333,48,10,431,8.5625,1,9,24,Matematika- és Számítástudományok Doktori Iskola SZTE / DI MDI [2000-2021]; Számítógépes Algoritmusok és Mesterséges Intelligencia Tanszék SZTE / TTIK / INF SZAMIT [2016-]; Képfeldolgozás és Számítógépes Grafika Tanszék SZTE / TTIK / INF KSZGT [2016-]; Számítógépes Algoritmusok és Mesterséges Intelligencia Tanszék SZTE / TTIK / ITCS SZAMIT [2007-2015]; Képfeldolgozás és Számítógépes Grafika Tanszék SZTE / TTIK / ITCS KSZGT [2007-2015],,,,,,,,,105,334,107,0,0-5 év,40,200,35,79,236,75,3,5,,,,,
Zalán Heszberger,Zalán Heszberger,https://dblp.org/pid/97/6474,https://m2.mtmt.hu/api/author/10012958,https://mta.hu/koztestuleti_tagok?PersonId=21212,Heszberger Zalán (routing science),applied,,hungary,BME-TMIT,3,6,3,6,1,7,8,5.75,5.75,0.16666666666666666,30,2,443,8.479166666666668,6,5,4,MTA-BME Lendület Jövő Internet Kutatócsoport BME / VIK / TMIT [2012-]; Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024]; MTA-BME Informatikai Rendszerek Kutatócsoport BME / VIK / HRSZT [2013-2022]; Budapesti Műszaki és Gazdaságtudományi Egyetem BME [2000-]; Budapesti Műszaki Egyetem BME [1949-2000]; ELKH-BME Informatikai Rendszerek Kutatócsoport BME / VIK / HRSZT [2022-2023]; HUN-REN-BME Informatikai Rendszerek Kutatócsoport BME / VIK / HRSZT [2023-]; Távközlési és Mesterséges Intelligencia Tanszék BME / VIK TMIT [2024-],Villamosmérnöki tudomány,Kevésparaméteres minőségbiztosítási technikák Komplex hálózatok Mobil multimédia rendszerek Neurális hálózatok Önszerveződő hálózatok Sorbanállásos rendszerek,Távközlési Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Távközlési és Mesterséges Intelligencia tanszék 1117 Budapest, Magyar tudósok körútja 2. Magyarország Tel.: +36 1 4633472 Fax: +36 1 4631763",PhD (2007),Távközlési Tudományos Bizottság (szavazati jogú tag); Hírközlési és Informatikai Tudományos Egyesület; IEEE Hungary Section; ACM,2007,Egyetemi docens,105,46,201,18,10-20 év,40,18,89,10,8,26,1,1,,,https://aat.mta.hu/aat/FileData/Get/30365,"Bolyai János Kutatási Ösztöndíj (MTA Bolyai János Kutatási Ösztöndíj Kuratóriuma): 2018; ÚNKP (Innovációs és Technológiai Minisztérium): 2018; Rektori Elismerő Oklevél (Budapesti Műszaki és Gazdaságtudományi Egyetem): 2018; Puskás Tivadar-díj (Hírközlési és Informatikai Tudományos Egyesület): 2015; Aranyjelvény (Hírközlési és Informatikai Tudományos Egyesület): 2011; Milennium Emlékérem (Hírközlési és Informatikai Tudományos Egyesület): 2009; Aranyjelvény (Hírközlési és Informatikai Tudományos Egyesület): 2008; Ezüst Jelvény (HTE): 2008; Pollák-Virág-díj (Hírközlési és Informatikai Tudományos Egyesület): 2005; Best paper award (ISCC2005 – Cartagena, Spain): 2005; TDK-emlékplakett: 2001; Best Paper Award (Systems Science): 2000; Kutatási ösztöndíj (MTA): 1997",
Tamás Horváth 0001,Tamás Horváth 0001,https://dblp.org/pid/55/6464-1,,,,,,,,3,3,1,1,9,3,25,1.6666666666666667,5.75,4.0,,,,,,,,,,,,,,,,,105,179,26,0,0-5 év,16,5,3,79,110,21,,,,,,,
Gellért Weisz,Gellért Weisz,https://dblp.org/pid/215/3618,,,,,,hungary,"DeepMind, UCL",6,0,0,0,2,0,5,0.0,6.333333333333333,4.333333333333333,,,,,,,,,,,,,,,,,89,334,26,0,0-5 év,14,23,3,69,236,21,,,,rendes tag,,,
Istvan Szita,Istvan Szita,https://dblp.org/pid/51/6034,,,,theory,inactive,abroad,ELTE -2008; Rutgers University 2099-2009; University of Alberta 20010-2011; Google Zurich 2011-; ELTE -2008; Rutgers University 2099-2009; University of Alberta 20010-2011; Google Zurich 2011-,5,2,2,2,1,2,1,2.9166666666666665,6.000000000000001,4.666666666666667,,,,,,,,,,,,,,,,,89,116,26,0,0-5 év,44,53,18,69,64,21,,,,,,,
Ferenc Balint-Benczedi,Ferenc Balint-Benczedi,https://dblp.org/pid/118/0003,,,,,,hungary,"University of Bremen, Institute for Artificial Intelligence",1,7,0,0,7,0,4,0.0,4.5,0.6666666666666666,,,,,,,,,,,,,,,,,131,334,201,0,0-5 év,21,23,41,95,236,145,,,,,,,
Andras Veres,Andras Veres,https://dblp.org/pid/96/5487,,,,applied,inactive,company,Ericsson Hungary -2001; Columbia University 2002-2002; Ericsson Hungary 2003-,5,2,4,2,0,3,5,4.833333333333334,5.916666666666667,2.0833333333333335,,,,,,,,,,,,,,,,,105,62,62,0,0-5 év,40,27,15,79,34,52,,,,,,,
Zoltán Szabó 0001,Zoltán Szabó 0001,https://dblp.org/pid/73/2909-1,https://m2.mtmt.hu/api/author/10017203,-,Szabó Zoltán (Számitástechnika),theory,inactive,abroad,"École Polytechnique, Department of Applied Mathematics, Palaiseau, France 2014-2016; University College London, Gatsby Computational Neuroscience Unit, UK 2016-; Eötvös Loránd University, Budapest, Hungary -2013",2,7,0,4,2,9,10,2.333333333333333,5.416666666666667,2.083333333333333,16,0,366,4.0625,2,3,5,Programozáselmélet és Szoftvertechnológiai Tanszék ELTE / IK [2007-]; MTA-ELTE Intelligens Adatbázisok Kutatócsoport (2006 végéig működött) MTA TKI MTAELTEIAK [1998-2006]; Programozáselmélet és Szoftvertechnológiai Tanszék ELTE / IK [2006-2007],,,,,,,,,105,116,62,0,0-5 év,51,53,40,79,64,52,2,1,,,,,
István Csabai,István Csabai,https://dblp.org/pid/c/IstvanCsabai,https://m2.mtmt.hu/api/author/10000521,-,Csabai István (Statisztikus fizika),applied,,hungary,"ELTE, Professor of Physics",2,6,2,6,2,0,15,4.333333333333333,4.333333333333333,0.5,294,10,66182,139.04166666666666,96,121,13,Komplex Rendszerek Fizikája Tanszék ELTE / TTK / FizCsill_I [2006-]; Adat- és Számításintenzív Tudományok Kutatócsoport RMI / KTO ASZITK [2018-],,,,,,,,,131,62,201,0,0-5 év,52,27,89,95,34,145,5,2,,,,,
Rudolf Ferenc,Rudolf Ferenc,https://dblp.org/pid/f/RudolfFerenc,https://m2.mtmt.hu/api/author/10012533,https://mta.hu/koztestuleti_tagok?PersonId=18444,Ferenc Rudolf (Szoftverfejlesztés),applied,,hungary,SZTE,0,8,0,8,1,34,29,5.666666666666666,5.666666666666666,0.3333333333333333,60,17,3675,12.270833333333334,4,12,21,Matematika- és Számítástudományok Doktori Iskola SZTE / DI MDI [2000-2021]; Szoftverfejlesztés Tanszék SZTE / TTIK / ITCS SZFT [2007-2015]; MTA-SZTE Mesterséges Intelligencia Kutatócsoport SZTE / TTIK / ITCS [2007-2015]; Szoftverfejlesztés Tanszék SZTE / TTIK / INF SZFT [2016-]; MTA-SZTE Mesterséges Intelligencia Kutatócsoport SZTE / TTIK / INF [2016-2022]; MTA-SZTE Mesterséges Intelligencia Kutatócsoport SZTE / TTK / ITCS [2000-2006]; ELKH-SZTE Mesterséges Intelligencia Kutatócsoport SZTE / TTIK / INF [2022-2023]; HUN-REN-SZTE Mesterséges Intelligencia Kutatócsoport SZTE / TTIK / INF [2023-],Matematikai tudomány,Statikus és dinamikus programanalízis Szoftver minőségbiztosítás Visszatervezés,Informatika- és Számítástudományi Bizottság,"Szegedi Tudományegyetem Természettudományi és Informatikai Kar Informatikai Intézet Szoftverfejlesztés Tanszék 6720 Szeged, Dugonics tér 13. Magyarország Tel.: +36 62 544145 Fax: +36 62 546723",MTA doktora (2024),"Informatika- és Számítástudományi Bizottság (alelnök, szavazati jogú tag); Szegedi Területi Bizottság; Informatikai Munkabizottság (szavazati jogú tag)",2005,Tanszékvezető egyetemi docens,105,46,201,20,10-20 év,40,18,89,10,8,26,1,11,1972.08.09,,https://aat.mta.hu/aat/FileData/Get/10970,,
György Eigner,György Eigner,https://dblp.org/pid/147/1941,https://m2.mtmt.hu/api/author/10040924,https://mta.hu/koztestuleti_tagok?PersonId=10053791,Eigner György (Mérnöki tudományok),,,,,0,0,0,0,4,48,9,1.4166666666666665,4.666666666666667,0.9166666666666666,75,6,1020,13.916666666666666,4,21,13,Biomatika Intézet ÓE / NIK BMI [2016-2019]; Élettani Szabályozások Kutatóközpont ÓE / EKIK ÉSZK [2014-]; Biomatika és Alkalmazott Mesterséges Intelligencia Intézet ÓE / NIK BMI [2019-],Informatikai tudomány,Élettani szabályozások,Informatikai Tudományos Bizottság,"Óbudai Egyetem Neumann János Informatikai Kar 1034 Budapest, Bécsi út 96/B Magyarország",PhD (2018),Informatikai Tudományos Bizottság,2018,,131,179,201,7,5-10 év,21,5,41,2,7,8,6,4,"Tata, 1987.11.17.",,https://aat.mta.hu/aat/FileData/Get/20414,,
István Majzik,István Majzik,https://dblp.org/pid/40/2013,https://m2.mtmt.hu/api/author/10001448,https://mta.hu/koztestuleti_tagok?PersonId=15647,Majzik István (Műszaki informatika),applied,,hungary,BME,0,4,0,4,9,9,39,3.583333333333333,3.583333333333333,0.5833333333333333,41,5,1395,4.958333333333333,1,1,17,Méréstechnika és Információs Rendszerek Tanszék BME / VIK MIT [2000-2024]; Budapesti Műszaki Egyetem BME [1949-2000]; Kritikus Rendszerek Kutatócsoport BME / VIK / MIT ftsrg [2021-]; Mesterséges Intelligencia és Rendszertervezés Tanszék BME / VIK MIT [2024-],Műszaki tudomány,Beágyazott rendszerek Hibatűrő számítástechnika Szoftver verifikáció,Automatizálási és Számítástechnikai Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Mesterséges Intelligencia és Rendszertervezés Tanszék 1117 Budapest, Magyar Tudósok Körútja 2. Magyarország Tel.: +36 1 4633598 Fax: +36 1 4632667",PhD (1997),Automatizálási és Számítástechnikai Tudományos Bizottság (szavazati jogú tag),1997,Egyetemi docens,159,83,201,28,20+ év,67,42,89,21,18,25,8,2,1967.11.18,,,OTDK Mestertanár Aranyérem (OTDK): 2011,
Andras Hajdu,Andras Hajdu,https://dblp.org/pid/41/4857,https://m2.mtmt.hu/api/author/10001162,https://mta.hu/koztestuleti_tagok?PersonId=16697,"Hajdu András (Matematika és számítástudomány, digitális képfeldolgozás)",theory,inactive,hungary,University of Debrecen,0,1,0,1,0,37,29,3.416666666666667,3.416666666666667,0.6666666666666666,89,7,3037,26.1875,14,21,26,Informatikai Kar DE IK [2014-]; Komputergrafika és Képfeldolgozás Tanszék DE / IK KgrafKepfT [2014-2021]; Adattudomány és Vizualizáció Tanszék DE / IK AdattudVT [2021-],Informatika,Alakfelismerés Diszkrét geometria Mesterséges Intelligencia Orvosi képfeldolgozás,Informatika- és Számítástudományi Bizottság,"Debreceni Egyetem Informatikai Kar Adattudomány és Vizualizáció Tanszék 4002 Debrecen, Pf. 400 Magyarország Tel.: +36 52 512900 / 75124 Email: hajdu.andras@inf.unideb.hu",MTA doktora (2017),"Informatika- és Számítástudományi Bizottság (szavazati jogú tag); Debreceni Területi Bizottság (szavazati jogú tag, tanácskozási jogú tag); Informatikai Munkabizottság (tag)",2003,tanszékvezető egyetemi tanár,159,83,201,22,20+ év,68,42,73,21,18,25,8,3,,,,,
Tibor Cinkler,Tibor Cinkler,https://dblp.org/pid/21/3848,https://m2.mtmt.hu/api/author/10000211,https://mta.hu/koztestuleti_tagok?PersonId=15744,Cinkler Tibor (Távközlés),applied,,hungary,BME-TMIT,3,5,3,5,1,8,43,5.500000000000001,5.500000000000001,2.0,89,8,2370,18.25,11,11,20,MTA Támogatott Kutatócsoportok MTA TKI [1998-2009]; Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024]; Távközlési és Telematika Tanszék BME / VIK TTT [2000-2003]; Budapesti Műszaki Egyetem BME [1949-2000]; ELKH-BME Felhőalkalmazások Kutatócsoport BME / VIK / TMIT ELKHBMEFK [2022-2023]; HUN-REN-BME Felhőalkalmazások Kutatócsoport BME / VIK / TMIT [2023-]; Távközlési és Mesterséges Intelligencia Tanszék BME / VIK TMIT [2024-],Műszaki tudomány,"Hálózati folyamatok, gráfok Modellezés és optimalizálás Többrétegű többtartományú hálózatok",Távközlési Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Távközlési és Mesterséges Intelligencia tanszék 1117 Budapest, Magyar tudósok körútja 2. Magyarország Tel.: +36 1 4631861 Fax: +36 1 4631763",MTA doktora (2013),Távközlési Tudományos Bizottság (szavazati jogú tag),2000,Egyetemi docens,105,46,62,25,20+ év,40,18,15,17,12,6,3,,,,,,
